,id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
0,2818,3159,Daniel,Oostelijk Havengebied - Indische Buurt,52.36435,4.94358,Private room,60,3,285,1,70
1,20168,59484,Alexander,Centrum-Oost,52.36407,4.89393,Private room,106,1,339,2,0
2,27886,97647,Flip,Centrum-West,52.387609999999995,4.8918800000000005,Private room,135,2,226,1,8
3,28871,124245,Edwin,Centrum-West,52.36775,4.8909199999999995,Private room,75,2,370,2,238
4,29051,124245,Edwin,Centrum-Oost,52.365840000000006,4.89111,Private room,55,2,520,2,267
5,44391,194779,Jan,Centrum-Oost,52.37168,4.9147099999999995,Entire home/apt,240,3,41,1,0
6,49552,225987,Joanna & MP,Centrum-West,52.38028,4.89089,Entire home/apt,179,3,392,1,185
7,49790,227530,Klaas,De Baarsjes - Oud-West,52.36158,4.86101,Entire home/apt,250,3,105,1,219
8,50523,231946,Raymond,Centrum-West,52.368109999999994,4.882619999999999,Private room,118,2,312,1,316
9,55621,262846,Bharati,De Pijp - Rivierenbuurt,52.35399,4.8975599999999995,Entire home/apt,222,3,32,1,0
10,55709,263233,Jan-Willem,Centrum-Oost,52.358112,4.8976370000000005,Entire home/apt,175,5,61,1,25
11,55868,264178,Cornelie,Zuid,52.35597,4.88512,Entire home/apt,149,4,95,1,0
12,62015,301340,Jessica,Oud-Oost,52.364309999999996,4.93122,Entire home/apt,120,2,36,1,0
13,70598,339333,Nadira,Noord-West,52.4129,4.92224,Private room,40,1,107,1,33
14,75499,400896,Edwin + Karin,De Baarsjes - Oud-West,52.36326,4.8773800000000005,Entire home/apt,90,4,38,2,298
15,76459,400896,Edwin + Karin,De Baarsjes - Oud-West,52.36261,4.876526,Private room,90,4,16,2,0
16,80635,436145,Riks,Centrum-West,52.37828,4.8944,Private room,82,3,228,4,0
17,82482,186729,Shawna,Centrum-West,52.369679999999995,4.88122,Entire home/apt,109,2,894,1,225
18,91535,494281,Michiel,De Pijp - Rivierenbuurt,52.35774,4.89647,Private room,115,1,50,1,116
19,97221,195859,Gianni,Slotervaart,52.348009999999995,4.83639,Private room,42,2,205,1,355
20,97476,485930,Rachel,Zuid,52.35665,4.863630000000001,Entire home/apt,99,7,54,1,0
21,118097,538659,Wendie,Centrum-Oost,52.3638,4.88479,Private room,73,4,400,2,11
22,137026,670266,Ton & Fede,De Pijp - Rivierenbuurt,52.35178,4.90699,Entire home/apt,270,3,97,1,90
23,162467,776296,Nicole,De Baarsjes - Oud-West,52.3627,4.85693,Entire home/apt,155,3,60,1,330
24,168769,436145,Riks,Centrum-West,52.37956,4.8935900000000006,Private room,88,3,268,4,0
25,169356,806976,Nick,Centrum-West,52.381040000000006,4.8830599999999995,Entire home/apt,157,6,24,1,156
26,171054,815989,Kamiel,De Baarsjes - Oud-West,52.36768,4.86646,Entire home/apt,120,3,103,1,0
27,179528,856540,Pierre,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,250,21,29,2,47
28,188347,907405,Yahav,De Baarsjes - Oud-West,52.3683,4.8544599999999996,Private room,70,1,369,1,0
29,189754,915591,Marijn,Centrum-West,52.375479999999996,4.89398,Entire home/apt,165,2,206,1,203
30,193038,935742,Johan,Centrum-Oost,52.36057,4.89671,Private room,90,3,620,1,169
31,213371,1100324,Hendrik,De Pijp - Rivierenbuurt,52.3515,4.89656,Entire home/apt,200,6,22,1,4
32,214531,1107389,Henry,Centrum-West,52.37169,4.89446,Private room,115,3,169,1,63
33,219276,1135329,Amsterdam Boutique Apartments,Centrum-West,52.368829999999996,4.887490000000001,Private room,265,2,12,1,343
34,222516,1155595,Alex,De Baarsjes - Oud-West,52.36271,4.85875,Entire home/apt,119,5,135,1,0
35,226121,1178877,Eric,De Baarsjes - Oud-West,52.36138,4.86717,Entire home/apt,135,4,95,1,22
36,245927,1005087,Wytse,Centrum-West,52.36815,4.88604,Entire home/apt,470,2,130,1,308
37,247805,1298735,Carolien,De Baarsjes - Oud-West,52.36707,4.873480000000001,Private room,122,2,347,1,352
38,252080,1322517,Evan,Centrum-Oost,52.36936,4.90963,Entire home/apt,385,4,11,1,0
39,254800,1337537,Dj,Centrum-West,52.37122,4.88211,Entire home/apt,211,2,55,1,267
40,255809,1344947,F.M.,De Pijp - Rivierenbuurt,52.344159999999995,4.88709,Private room,129,2,106,1,332
41,262394,1376607,Martin,Zuid,52.35695,4.85234,Private room,88,3,113,1,0
42,272597,1426693,Arnoud,Zuid,52.3481,4.85648,Entire home/apt,145,5,6,1,0
43,274688,1435990,Marij,Bos en Lommer,52.37977,4.85574,Entire home/apt,125,4,43,1,35
44,283170,1451657,Marco,Zuid,52.35435,4.8731599999999995,Entire home/apt,707,2,110,1,222
45,286500,1491565,David,Centrum-West,52.375609999999995,4.9,Private room,90,3,302,2,216
46,290701,1491565,David,Centrum-West,52.375609999999995,4.9,Private room,97,3,351,2,215
47,291752,1511330,Ton,Oud-Oost,52.35179,4.910819999999999,Private room,105,3,209,1,339
48,297220,1532319,Anand,De Pijp - Rivierenbuurt,52.35784,4.90206,Entire home/apt,145,18,92,1,90
49,304082,276068,Mirre,Centrum-West,52.37239,4.89657,Private room,94,2,142,1,321
50,304143,1565319,Dick,Oud-Oost,52.3623,4.92028,Entire home/apt,95,3,52,1,0
51,306852,1141485,Gisèle And Simon,Centrum-Oost,52.35931,4.89844,Entire home/apt,200,3,27,3,0
52,307497,1582128,Jorn,Centrum-Oost,52.367329999999995,4.92055,Entire home/apt,707,2,99,2,281
53,307621,1141485,Gisèle And Simon,Centrum-Oost,52.358709999999995,4.89616,Entire home/apt,125,3,2,3,0
54,308028,1141485,Gisèle And Simon,Centrum-Oost,52.35972,4.8975,Private room,95,3,35,3,1
55,311124,1600010,Anke & Robert,Centrum-West,52.37104,4.87713,Entire home/apt,220,5,83,1,346
56,327285,1672823,Ester,De Pijp - Rivierenbuurt,52.35625,4.89323,Private room,232,2,535,2,24
57,331946,1687595,Sebastiaan,De Baarsjes - Oud-West,52.3606,4.8573900000000005,Entire home/apt,220,2,27,1,0
58,343094,1740785,Rob & Fang,Oud-Oost,52.35715,4.90926,Private room,65,3,398,1,230
59,350271,1775032,Agustina,IJburg - Zeeburgereiland,52.361290000000004,4.98845,Entire home/apt,395,7,3,1,358
60,357932,1811552,Peter,De Pijp - Rivierenbuurt,52.35699,4.89705,Entire home/apt,200,3,27,1,363
61,357980,1811745,Marre,De Baarsjes - Oud-West,52.363479999999996,4.87648,Entire home/apt,245,2,96,1,4
62,361342,1826139,Esther & Jan,Centrum-West,52.37962,4.8945,Entire home/apt,328,7,110,6,12
63,366438,1849988,Nicolet,Centrum-Oost,52.36738,4.89671,Private room,120,2,421,1,119
64,367107,1853421,Marijn,Centrum-Oost,52.362629999999996,4.90216,Entire home/apt,182,1,11,1,11
65,367491,1855417,Maarten,De Baarsjes - Oud-West,52.364,4.87814,Entire home/apt,119,5,71,1,14
66,378523,1901477,Caroline,Centrum-Oost,52.3742,4.9040099999999995,Entire home/apt,280,3,110,1,144
67,396125,1979865,Carolyn,Centrum-West,52.378240000000005,4.88532,Private room,85,3,574,1,0
68,402353,2008330,Lidy,Watergraafsmeer,52.35338,4.934069999999999,Private room,119,2,207,1,265
69,414865,2063261,Miranda,Zuid,52.350429999999996,4.84676,Entire home/apt,110,4,7,1,14
70,415619,1336633,Stephan,Oostelijk Havengebied - Indische Buurt,52.36905,4.9352800000000006,Entire home/apt,145,2,71,1,277
71,422044,1826139,Esther & Jan,Centrum-West,52.37964,4.894419999999999,Entire home/apt,310,7,135,6,44
72,437757,2174719,Natalie,De Pijp - Rivierenbuurt,52.35503,4.9051599999999995,Entire home/apt,113,3,126,1,3
73,440992,2191136,Jan,Zuid,52.341621,4.849049,Entire home/apt,200,3,111,1,9
74,441424,2193861,Marco,Oostelijk Havengebied - Indische Buurt,52.37281,4.94303,Entire home/apt,185,4,34,1,29
75,445660,2202945,Heleen,De Baarsjes - Oud-West,52.37001,4.85646,Private room,70,2,411,1,283
76,446592,1543378,Daniel,De Pijp - Rivierenbuurt,52.35688,4.90278,Private room,100,2,239,1,336
77,450767,2238440,Richard En Birgit,Centrum-Oost,52.370059999999995,4.90081,Entire home/apt,275,3,87,2,281
78,462341,2297302,Milen & Joes,Centrum-West,52.3739,4.8926300000000005,Entire home/apt,171,3,35,1,0
79,481664,1382273,Eltjo,Westerpark,52.39134,4.89067,Private room,95,2,445,2,310
80,483779,2395278,Alex,Slotervaart,52.3509,4.83293,Private room,100,2,38,1,0
81,503629,2483843,Alban,Zuid,52.3543,4.87701,Entire home/apt,120,5,11,1,0
82,505012,1645998,Djoke,Centrum-Oost,52.36412,4.887569999999999,Entire home/apt,299,3,60,1,165
83,505650,2492723,Irene,Zuid,52.354820000000004,4.87438,Private room,131,3,131,2,328
84,507598,2501656,Stephanie,Centrum-West,52.376940000000005,4.8800300000000005,Entire home/apt,600,2,62,1,362
85,508433,1744556,Martien,Geuzenveld - Slotermeer,52.37166,4.82951,Entire home/apt,275,3,63,1,39
86,515088,2536879,Hansje,Noord-Oost,52.39675,4.99603,Private room,120,2,2,1,344
87,515749,2540480,Derk,Centrum-Oost,52.35902,4.896059999999999,Entire home/apt,145,3,181,1,341
88,515921,2541099,Anne-Marie,Zuid,52.35022,4.8525,Entire home/apt,159,4,77,1,87
89,517996,2550339,Aemilia,Centrum-West,52.37827,4.885680000000001,Entire home/apt,200,3,23,1,0
90,522471,2569931,Harriet,Bos en Lommer,52.3774,4.851,Entire home/apt,180,5,23,1,0
91,528022,2594559,Els,Westerpark,52.39114,4.88846,Private room,100,2,211,1,332
92,538723,356740,Dimphy,Watergraafsmeer,52.354,4.93965,Entire home/apt,140,5,57,1,0
93,544506,2677807,Sander,Bos en Lommer,52.376509999999996,4.85825,Entire home/apt,345,4,61,1,350
94,549310,2699033,Barbara,De Baarsjes - Oud-West,52.37126,4.86241,Entire home/apt,200,2,47,1,22
95,553514,618589,Mirjam,Westerpark,52.384440000000005,4.86916,Entire home/apt,80,2,162,1,158
96,556829,2737834,Sophia,Buitenveldert - Zuidas,52.33558,4.86878,Entire home/apt,110,3,20,2,5
97,568005,2794849,Yasha & Dessi,Zuid,52.3541,4.8815,Entire home/apt,140,2,55,2,48
98,568446,2797260,Noriko,Centrum-Oost,52.37079,4.90153,Entire home/apt,91,2,104,1,0
99,570753,2439449,Henriette,Zuid,52.34904,4.86765,Private room,75,3,369,1,340
100,571029,2810037,Rosa,De Baarsjes - Oud-West,52.3676,4.85976,Entire home/apt,150,3,10,1,0
101,575603,2830952,Henning,Centrum-Oost,52.36112,4.89462,Entire home/apt,245,5,17,2,1
102,579851,2851886,Sonja,Westerpark,52.39144,4.88436,Private room,124,2,482,1,74
103,582382,2868026,Emer,Oud-Noord,52.394420000000004,4.91478,Entire home/apt,170,4,20,1,0
104,588020,1759884,Ivan,Centrum-Oost,52.36918,4.9131599999999995,Entire home/apt,300,3,192,3,247
105,588116,2901110,Fanneke,Watergraafsmeer,52.34973,4.91677,Entire home/apt,100,3,49,1,1
106,588326,2717366,Helen,Westerpark,52.38525,4.88006,Entire home/apt,250,26,1,3,299
107,590236,2912339,Kelli,De Baarsjes - Oud-West,52.36809,4.85436,Entire home/apt,120,4,40,1,202
108,590681,2914846,Lotte,Zuid,52.347879999999996,4.8506,Entire home/apt,295,2,14,1,4
109,606871,3007402,Diewert,Westerpark,52.37621,4.87075,Private room,52,2,308,1,235
110,608432,3015785,Erik And Mary Jo,Centrum-West,52.381996,4.888583000000001,Private room,62,1,662,2,52
111,613088,3040748,Henk,Noord-Oost,52.41016,4.96369,Private room,87,1,377,10,359
112,623123,2695123,Janne,De Baarsjes - Oud-West,52.36247,4.86534,Entire home/apt,450,3,20,1,0
113,627188,3015785,Erik And Mary Jo,Centrum-West,52.381996,4.888583000000001,Private room,76,1,412,2,61
114,627213,3113556,Ingmar,Zuid,52.35094,4.88552,Entire home/apt,100,7,14,1,0
115,634170,3078488,Carolina,Westerpark,52.38388,4.86562,Entire home/apt,109,14,146,1,183
116,635019,2922757,Fleur,Bos en Lommer,52.3786,4.849480000000001,Entire home/apt,140,2,73,1,48
117,653459,1634910,Derk,Buitenveldert - Zuidas,52.32237,4.86024,Entire home/apt,240,6,16,1,99
118,654931,3278419,Matthijs,Centrum-West,52.37167,4.8948,Hotel room,111,1,698,2,191
119,655216,3278419,Matthijs,Centrum-West,52.370979999999996,4.894340000000001,Hotel room,111,1,597,2,223
120,660856,3336575,Maaike,Watergraafsmeer,52.3551,4.93262,Entire home/apt,275,4,38,1,0
121,667305,3375589,Fred Alexander,Noord-West,52.41878,4.8939699999999995,Entire home/apt,146,5,16,1,365
122,679838,3460384,Bastiaan,Centrum-Oost,52.36716,4.9046199999999995,Entire home/apt,395,3,52,1,0
123,683431,2309485,Ned,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room,65,1,464,1,154
124,685990,3498674,Nadia,Geuzenveld - Slotermeer,52.38296,4.83786,Private room,51,4,303,2,332
125,689623,2272095,Katinka,Centrum-Oost,52.3737,4.92581,Entire home/apt,120,14,84,1,33
126,690757,3529778,Gijs,Centrum-West,52.373999999999995,4.89902,Private room,125,2,445,2,349
127,693675,3548522,Susanne,De Baarsjes - Oud-West,52.35925,4.8514,Entire home/apt,95,1,11,3,7
128,694850,3556421,Mirjam,Centrum-West,52.37276,4.897069999999999,Private room,70,2,707,1,0
129,696113,3564543,Daniel,IJburg - Zeeburgereiland,52.36158,4.97639,Entire home/apt,120,7,21,1,313
130,698672,2302855,Miriam,De Baarsjes - Oud-West,52.367059999999995,4.86465,Entire home/apt,98,3,53,1,0
131,702120,3505991,Mart,Westerpark,52.38384,4.87303,Entire home/apt,136,2,25,1,280
132,702894,3607736,Elmar,Bos en Lommer,52.37449,4.84762,Entire home/apt,240,5,85,2,0
133,705509,3648704,Michael,Zuid,52.35315,4.87256,Entire home/apt,110,3,261,1,73
134,713577,2212219,Patrick & Guus,Oud-Oost,52.35673,4.907780000000001,Private room,55,1,252,1,80
135,714884,3681248,Lisette,Centrum-Oost,52.36142,4.91005,Entire home/apt,130,3,24,1,0
136,716107,3689867,Marijke,De Baarsjes - Oud-West,52.36462,4.86824,Entire home/apt,120,2,151,1,5
137,719623,3713242,Barbara,Centrum-West,52.38284,4.89007,Entire home/apt,156,4,85,2,0
138,721291,3723928,Katarina,Westerpark,52.377520000000004,4.8708599999999995,Private room,72,2,187,1,279
139,728144,3775786,Aren,Centrum-Oost,52.36112,4.896319999999999,Entire home/apt,235,3,123,1,6
140,728145,1902079,Martijn,De Pijp - Rivierenbuurt,52.35344,4.8954,Entire home/apt,250,1,55,1,359
141,729260,3788198,Martin,Centrum-West,52.380790000000005,4.8853599999999995,Entire home/apt,150,2,109,1,40
142,729317,3788673,Laurens En Petra,Centrum-Oost,52.36052,4.8956800000000005,Private room,75,3,91,2,0
143,730916,3267693,Santiago & Tony,Westerpark,52.3731,4.86859,Private room,81,3,362,1,337
144,733654,3823268,Geerke,Centrum-Oost,52.370979999999996,4.9227,Entire home/apt,150,5,10,1,0
145,740616,3846003,Patricia And Carlos,Centrum-Oost,52.362559999999995,4.9108,Private room,99,3,77,1,0
146,741043,3877342,Nicole,Westerpark,52.376540000000006,4.87003,Entire home/apt,399,2,42,3,242
147,742160,1582128,Jorn,Centrum-Oost,52.36866,4.92071,Entire home/apt,843,2,113,2,256
148,744386,3899684,City Apartments Amsterdam,Centrum-Oost,52.36063,4.90146,Entire home/apt,125,7,25,6,12
149,744574,3899684,City Apartments Amsterdam,Centrum-Oost,52.37211,4.903519999999999,Entire home/apt,199,7,31,6,31
150,744659,3518386,Kristel,Oud-Oost,52.356590000000004,4.90827,Private room,103,1,135,2,334
151,746067,3713242,Barbara,Centrum-West,52.38295,4.8872599999999995,Entire home/apt,136,3,82,2,2
152,747847,3548522,Susanne,De Baarsjes - Oud-West,52.361309999999996,4.8519,Private room,60,2,40,3,1
153,754020,3966326,Hf,De Pijp - Rivierenbuurt,52.348290000000006,4.91047,Entire home/apt,165,30,70,1,4
154,754613,3970753,Take & Eline,Centrum-Oost,52.372659999999996,4.90456,Entire home/apt,173,4,293,1,111
155,755431,3975477,Anna And Robert,De Baarsjes - Oud-West,52.37066,4.87405,Private room,110,2,169,1,213
156,758475,1387938,Mathi,De Baarsjes - Oud-West,52.36827,4.87107,Entire home/apt,100,6,39,1,0
157,759060,4000086,Ingo & Marlies,Centrum-West,52.367540000000005,4.88733,Entire home/apt,325,3,106,1,0
158,759299,3548522,Susanne,De Baarsjes - Oud-West,52.36115,4.8520900000000005,Entire home/apt,225,2,9,3,99
159,759402,4002861,Fleur,Centrum-West,52.36652,4.87854,Entire home/apt,180,6,42,1,5
160,760074,3661217,Dorien,Oostelijk Havengebied - Indische Buurt,52.36501,4.93792,Entire home/apt,90,4,11,1,0
161,761411,4013546,Xsjong,Noord-Oost,52.40164,4.95106,Private room,57,3,256,1,280
162,768274,3678216,J & R,Westerpark,52.38855,4.88521,Entire home/apt,250,3,64,1,99
163,768737,3877342,Nicole,Westerpark,52.378240000000005,4.86826,Private room,109,2,267,3,108
164,771217,4068486,Danielle,Zuid,52.34091,4.84802,Entire home/apt,250,3,10,1,0
165,771343,2313061,Marcel,Centrum-West,52.37641,4.883030000000001,Private room,89,1,516,2,128
166,775655,4091515,Karin,Centrum-Oost,52.370259999999995,4.89931,Private room,118,3,414,2,219
167,778820,4106698,Co,De Baarsjes - Oud-West,52.35982,4.85635,Entire home/apt,110,3,2,1,0
168,780674,4117326,Bas,Centrum-Oost,52.36855,4.90766,Entire home/apt,149,2,31,1,10
169,782254,4125951,Daniela,Centrum-West,52.37142,4.89036,Entire home/apt,399,2,52,1,103
170,785432,2586026,Nathalie,Centrum-Oost,52.368559999999995,4.89896,Entire home/apt,200,2,822,1,209
171,794322,4184910,Lydia,Centrum-Oost,52.37048,4.90385,Private room,133,1,317,1,191
172,800723,4215174,Hinde,De Baarsjes - Oud-West,52.368840000000006,4.861269999999999,Entire home/apt,150,4,18,1,135
173,801544,1657181,Charlie,De Pijp - Rivierenbuurt,52.35205,4.90267,Entire home/apt,160,2,86,1,6
174,802052,4221960,Peter,Centrum-Oost,52.36476,4.90925,Private room,77,1,901,1,301
175,816940,4290554,Joyce,Zuid,52.353229999999996,4.85421,Entire home/apt,85,5,61,1,0
176,818085,3788898,Christa & Yvon,Centrum-West,52.3767,4.8919,Private room,103,2,281,1,294
177,818881,4297337,Liesbeth,Centrum-Oost,52.36123,4.89619,Entire home/apt,122,7,13,1,172
178,834233,4364462,Margot,Centrum-Oost,52.37272,4.90418,Private room,125,3,300,1,150
179,835627,3054367,Dorine,Centrum-Oost,52.368990000000004,4.9160699999999995,Entire home/apt,180,4,15,1,0
180,847093,4663170,Raoul,De Baarsjes - Oud-West,52.3607,4.85991,Entire home/apt,150,4,46,1,23
181,851044,4443833,Nova Team,Zuid,52.34025,4.8466,Entire home/apt,127,1,755,2,151
182,853645,4398387,Joyce,De Pijp - Rivierenbuurt,52.35327,4.88703,Entire home/apt,800,30,70,1,0
183,854328,1347048,Family Of 5,De Baarsjes - Oud-West,52.37262,4.873419999999999,Entire home/apt,196,7,334,3,93
184,862411,4520552,Simone,Centrum-West,52.38139,4.88541,Entire home/apt,180,7,80,1,223
185,865328,4543444,Trinette,Zuid,52.35584,4.87401,Private room,130,2,118,1,232
186,870225,1118702,Tom,De Pijp - Rivierenbuurt,52.35262,4.89968,Entire home/apt,180,1,92,1,0
187,874076,4614541,Driss And Bettina,Centrum-Oost,52.361362,4.8904879999999995,Private room,126,2,51,2,255
188,874340,4615590,Marta,Noord-West,52.423790000000004,4.88851,Private room,74,3,330,3,343
189,874688,4585922,Alan,Oud-Oost,52.358940000000004,4.91171,Entire home/apt,359,4,28,1,153
190,877702,4614541,Driss And Bettina,Centrum-Oost,52.360490000000006,4.889819999999999,Private room,132,2,44,2,236
191,879986,3332206,Stef,De Pijp - Rivierenbuurt,52.3418,4.91066,Private room,89,5,523,1,328
192,884329,4684314,Frans,De Aker - Nieuw Sloten,52.343078999999996,4.788886,Private room,137,2,448,1,320
193,886192,4698057,Bjorn,Noord-Oost,52.38462,5.01234,Entire home/apt,90,2,41,1,0
194,890288,4724613,Cindy,Zuid,52.35637,4.8537300000000005,Entire home/apt,285,2,39,1,315
195,895684,4773348,Joep,Westerpark,52.37342,4.8693,Entire home/apt,250,2,24,1,271
196,901789,4817958,Bastian,De Baarsjes - Oud-West,52.368970000000004,4.8556099999999995,Entire home/apt,120,4,82,1,0
197,906446,488009,Vivian,Buitenveldert - Zuidas,52.33229,4.8743099999999995,Private room,59,2,326,2,361
198,907742,1903103,Karin,De Baarsjes - Oud-West,52.36508,4.864380000000001,Private room,87,2,58,1,7
199,916096,4917532,Nathalie,Centrum-West,52.379,4.87909,Entire home/apt,210,4,60,1,78
200,916850,4922720,Angela,Noord-West,52.406659999999995,4.90344,Entire home/apt,275,2,58,1,342
201,917955,589967,Silvy,Westerpark,52.38772,4.881469999999999,Entire home/apt,125,2,0,1,0
202,919131,4937229,Guido,Zuid,52.35864,4.87632,Entire home/apt,399,4,57,1,0
203,920560,4947559,Marit & Victor,Watergraafsmeer,52.35448,4.93366,Private room,165,2,108,1,335
204,931270,4281750,Karin,Zuid,52.3395,4.84898,Entire home/apt,125,2,302,1,278
205,932227,5022352,Lotte,De Baarsjes - Oud-West,52.3709,4.85301,Entire home/apt,130,3,76,1,69
206,933523,5033331,Dianne,IJburg - Zeeburgereiland,52.356196999999995,4.991435,Private room,122,3,38,1,45
207,934060,5037506,Olaf,Oud-Noord,52.4016,4.89785,Private room,514,2,129,2,100
208,937635,5062046,Leontine,De Baarsjes - Oud-West,52.3624,4.86575,Entire home/apt,195,3,71,1,0
209,946142,5102632,Madelinde,Westerpark,52.379909999999995,4.874140000000001,Private room,90,3,363,1,242
210,947437,5134833,Andre,Osdorp,52.35595,4.79661,Private room,85,2,184,2,341
211,951483,5162447,Roland,Watergraafsmeer,52.351490000000005,4.92265,Entire home/apt,140,3,43,1,130
212,954629,5183517,Simone,Bijlmer-Centrum,52.320190000000004,4.95501,Private room,72,2,5,2,0
213,954633,5183517,Simone,Bijlmer-Centrum,52.320190000000004,4.95501,Private room,77,2,104,2,237
214,957396,4794187,Diederik,IJburg - Zeeburgereiland,52.36073,4.98005,Entire home/apt,300,3,25,1,87
215,963328,538659,Wendie,Centrum-West,52.36561,4.88492,Private room,74,3,374,2,70
216,964986,2633774,Daniel,De Pijp - Rivierenbuurt,52.355309999999996,4.90333,Entire home/apt,355,3,27,1,0
217,969862,5297940,Helga,Zuid,52.34176,4.84782,Private room,95,2,166,1,349
218,974240,4073717,Astrid,Zuid,52.35049,4.8468599999999995,Private room,84,2,37,1,0
219,978852,3879155,Sjoukje,De Baarsjes - Oud-West,52.37225,4.86262,Private room,41,3,256,1,49
220,982907,3971476,Sander,Oostelijk Havengebied - Indische Buurt,52.37,4.95127,Entire home/apt,145,5,7,1,66
221,985155,5247071,Linda,Centrum-Oost,52.37042,4.91535,Entire home/apt,120,7,32,1,16
222,987355,5417945,Hamed,Centrum-West,52.37486,4.8933800000000005,Shared room,80,2,306,1,335
223,995087,4415881,Vera,Westerpark,52.381615000000004,4.877059,Private room,71,3,353,1,208
224,998754,5488484,Guido & Jasmine,De Baarsjes - Oud-West,52.36728,4.85926,Entire home/apt,343,1,98,1,32
225,998822,5489703,Edward,Centrum-Oost,52.3643,4.89533,Entire home/apt,153,2,93,1,0
226,1005026,5527871,Kyra,Westerpark,52.373670000000004,4.87394,Entire home/apt,200,2,46,1,1
227,1005695,5530981,Freek,Oud-Oost,52.35781,4.91027,Private room,129,3,47,1,66
228,1008006,3523553,Doet,Westerpark,52.379979999999996,4.8695900000000005,Private room,98,2,112,1,351
229,1008223,4443157,Arne,Slotervaart,52.363690000000005,4.83861,Private room,38,2,536,1,326
230,1018639,4473576,Hans,Centrum-Oost,52.36181,4.88783,Private room,136,3,41,2,0
231,1018703,125667,Michèle,De Pijp - Rivierenbuurt,52.35099,4.886627,Private room,87,3,253,2,147
232,1020477,5617295,Marc,Centrum-West,52.37811,4.89196,Entire home/apt,140,6,29,1,3
233,1021144,5619477,Tania,Gaasperdam - Driemond,52.29733,4.97628,Entire home/apt,128,1,17,1,67
234,1021538,5622526,Jef & Mette,Slotervaart,52.351659999999995,4.83893,Entire home/apt,225,4,6,1,16
235,1025482,5646154,Reinhart,Oud-Noord,52.38355,4.90951,Private room,88,2,597,2,283
236,1037485,5711109,Joosje,De Baarsjes - Oud-West,52.36926,4.8699699999999995,Entire home/apt,295,4,16,1,0
237,1038120,5714947,Jasper,Westerpark,52.38865,4.88392,Entire home/apt,950,2,45,1,362
238,1041309,5732915,Martine,Zuid,52.3543,4.88103,Entire home/apt,177,4,51,1,1
239,1044448,5750100,Saskia,Centrum-Oost,52.36377,4.91788,Entire home/apt,595,2,35,1,335
240,1044452,5750107,Jacob & Patricia,Westerpark,52.38912,4.87907,Entire home/apt,150,7,286,1,320
241,1055703,2712718,Sabrine,De Baarsjes - Oud-West,52.36051,4.86451,Entire home/apt,267,7,99,1,279
242,1057494,1899420,Rosie,Zuid,52.34746,4.87559,Private room,62,1,471,2,7
243,1064108,5796250,Remco,Centrum-West,52.38302,4.8869,Entire home/apt,99,7,47,13,247
244,1068565,5878526,Petra,IJburg - Zeeburgereiland,52.360640000000004,4.976430000000001,Entire home/apt,135,5,83,1,344
245,1069142,3529778,Gijs,Centrum-West,52.372279999999996,4.89668,Private room,100,2,344,2,354
246,1071414,5893654,Joke,Oud-Oost,52.35764,4.9067,Entire home/apt,125,3,354,1,279
247,1072171,5897418,Jasper,Bos en Lommer,52.37729,4.860530000000001,Entire home/apt,106,7,12,1,339
248,1086795,3899684,City Apartments Amsterdam,Centrum-Oost,52.36218,4.89768,Private room,133,3,15,6,45
249,1088859,126790,Christopher,De Baarsjes - Oud-West,52.36688,4.8768400000000005,Entire home/apt,100,4,67,1,5
250,1095819,6020988,Imke,Oud-Oost,52.35696,4.92971,Entire home/apt,180,3,17,1,0
251,1100569,5134833,Andre,Osdorp,52.35622,4.79544,Private room,80,2,155,2,308
252,1102846,6057160,Richard,Centrum-Oost,52.364740000000005,4.90273,Entire home/apt,130,3,97,1,0
253,1105128,6063077,Stijn,Centrum-Oost,52.373090000000005,4.90845,Private room,116,2,381,1,329
254,1105924,6072512,Pascale,Watergraafsmeer,52.353390000000005,4.9423699999999995,Entire home/apt,250,5,5,1,1
255,1106466,6074859,Truus,Gaasperdam - Driemond,52.30573,5.01471,Private room,41,2,53,1,346
256,1109494,5037898,Ruben,De Baarsjes - Oud-West,52.36262,4.8730400000000005,Entire home/apt,250,2,106,1,342
257,1113862,6113063,Geraldien,De Pijp - Rivierenbuurt,52.35174,4.89701,Entire home/apt,85,5,12,1,0
258,1116446,6127483,Daniella,Bos en Lommer,52.37871,4.8468800000000005,Private room,40,21,312,2,159
259,1145140,6101182,Richard,Zuid,52.3537,4.8863199999999996,Entire home/apt,102,2,25,1,0
260,1149380,6300541,D.,Bijlmer-Centrum,52.31774,4.94647,Private room,46,1,408,1,329
261,1149694,6302268,Susan,Bos en Lommer,52.38231,4.84866,Entire home/apt,75,3,76,1,0
262,1155251,5796250,Remco,Centrum-West,52.38295,4.88854,Entire home/apt,100,7,38,13,212
263,1155386,6299692,Mirjam,De Pijp - Rivierenbuurt,52.34227,4.91217,Entire home/apt,99,6,59,1,308
264,1156220,2748180,Cristina,De Baarsjes - Oud-West,52.36874,4.86693,Entire home/apt,300,2,4,1,2
265,1158662,5331982,Dirk,De Baarsjes - Oud-West,52.36042,4.86161,Entire home/apt,285,3,49,1,19
