,id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1401,11645006,61749423,Ernesto,Zuid,52.36038,4.87904,Entire home/apt,175,12,10,1,106
1402,11650024,61793365,Harry,Centrum-Oost,52.363209999999995,4.91804,Private room,128,3,166,1,228
1403,11665821,33345384,Sophie,De Baarsjes - Oud-West,52.36587,4.86824,Entire home/apt,131,5,3,1,0
1404,11673293,56572624,Marijke,De Baarsjes - Oud-West,52.36598,4.8611,Entire home/apt,350,4,36,1,351
1405,11694315,53036810,E,Zuid,52.35367,4.87141,Entire home/apt,350,5,16,1,0
1406,11697661,10755325,Noor,De Baarsjes - Oud-West,52.36632,4.86749,Entire home/apt,133,2,32,1,0
1407,11708784,8948269,Rolf,De Pijp - Rivierenbuurt,52.35437,4.8882900000000005,Entire home/apt,193,2,43,1,0
1408,11711052,62255142,Simon,De Baarsjes - Oud-West,52.36177,4.87558,Entire home/apt,350,4,16,1,10
1409,11747373,44168250,Holiday,Centrum-West,52.371179999999995,4.87697,Entire home/apt,79,3,94,4,359
1410,11748044,58428526,Janeth,Bos en Lommer,52.37603,4.85119,Entire home/apt,150,2,22,3,336
1411,11764965,13384875,Sezi,Westerpark,52.38199,4.872269999999999,Entire home/apt,80,15,8,1,0
1412,11790061,62791495,Roel & Mirjam,De Baarsjes - Oud-West,52.36293,4.85629,Entire home/apt,189,4,35,1,0
1413,11822995,62977977,Jeroen,De Baarsjes - Oud-West,52.364290000000004,4.85056,Entire home/apt,95,5,43,1,0
1414,11843850,9462022,Saskia,Centrum-West,52.36655,4.89039,Entire home/apt,250,3,66,3,355
1415,11846023,9462022,Saskia,Centrum-West,52.36655,4.89039,Entire home/apt,250,3,67,3,337
1416,11857316,6192042,Karina,Oud-Noord,52.38508,4.90925,Entire home/apt,104,1,581,1,173
1417,11858660,19112311,Pim,De Pijp - Rivierenbuurt,52.35458,4.9039,Entire home/apt,139,3,40,1,0
1418,11859556,870437,Mauro,Centrum-West,52.37617,4.89228,Private room,70,2,261,1,1
1419,11867547,14087019,Sanne,Zuid,52.35264,4.8476,Entire home/apt,150,5,8,1,0
1420,11897715,63459419,Hannah,De Baarsjes - Oud-West,52.36027,4.85725,Entire home/apt,150,5,6,1,0
1421,11903464,62782920,Martijn,Centrum-West,52.3821,4.88626,Entire home/apt,155,2,37,1,3
1422,11933006,4406417,Jolanda,Bos en Lommer,52.37915,4.85889,Entire home/apt,95,2,17,1,0
1423,11942440,7587618,Peppe + Karian,Zuid,52.34558,4.86048,Entire home/apt,225,2,22,1,355
1424,11946705,19804637,Nathalie,Oostelijk Havengebied - Indische Buurt,52.364340000000006,4.93607,Entire home/apt,214,2,15,1,0
1425,11962960,2346326,Maximilian,Zuid,52.348694,4.856783,Entire home/apt,159,9,28,1,0
1426,12006505,33037959,Mark,De Pijp - Rivierenbuurt,52.35388,4.89877,Entire home/apt,150,2,9,1,0
1427,12039992,11661424,Nick & Kirsten,Zuid,52.34993,4.878819999999999,Entire home/apt,250,3,31,1,0
1428,12058561,2986709,Dina-Perla,Zuid,52.35518,4.881,Private room,58,1,254,3,356
1429,12059101,64596266,Henkk,De Pijp - Rivierenbuurt,52.34476,4.89201,Private room,55,2,150,1,353
1430,12065591,64641365,Nikkie,Centrum-West,52.380179999999996,4.87985,Private room,149,30,106,1,311
1431,12079751,64676158,Pim,Westerpark,52.38224,4.86862,Entire home/apt,189,2,59,1,19
1432,12082536,64754441,Rijk,Watergraafsmeer,52.34042,4.92106,Entire home/apt,85,3,35,1,5
1433,12088607,12578732,Tamara,Oud-Oost,52.35866,4.9339699999999995,Entire home/apt,226,3,4,2,0
1434,12099302,64739713,Anne,Oud-Oost,52.349827000000005,4.91346,Entire home/apt,149,3,48,1,0
1435,12104462,27573814,Yenneke,Oostelijk Havengebied - Indische Buurt,52.362140000000004,4.93602,Entire home/apt,90,2,34,1,0
1436,12106511,63047687,Jurrian,Watergraafsmeer,52.33947,4.9185,Entire home/apt,69,2,52,1,0
1437,12117800,6547222,Emily,Zuid,52.347,4.85955,Entire home/apt,75,3,8,1,0
1438,12118597,65013030,Judith,Watergraafsmeer,52.35112,4.94285,Entire home/apt,83,4,61,1,310
1439,12130964,6174193,Ernst,De Baarsjes - Oud-West,52.37238,4.85266,Entire home/apt,120,4,22,1,0
1440,12139525,4652697,Pim,Zuid,52.351659999999995,4.85767,Entire home/apt,450,3,23,1,18
1441,12145656,65203498,Titus,Centrum-Oost,52.37376,4.92702,Private room,75,2,118,1,73
1442,12205686,12684615,Petra,Oud-Oost,52.361990000000006,4.92669,Entire home/apt,93,1,66,1,0
1443,12213244,8494940,Emily,De Baarsjes - Oud-West,52.368140000000004,4.86832,Entire home/apt,210,3,48,1,0
1444,12215990,5747677,Helena,Zuid,52.35165,4.8490400000000005,Entire home/apt,145,3,4,1,0
1445,12216213,6909382,Barbara,Centrum-West,52.38001,4.88794,Private room,90,3,239,1,329
1446,12227324,18730628,Alissa,De Pijp - Rivierenbuurt,52.34403,4.89232,Entire home/apt,145,5,19,1,10
1447,12251301,59054356,Jeroen,Bos en Lommer,52.37599,4.86413,Entire home/apt,110,3,42,1,15
1448,12251311,283269,Manon,Noord-Oost,52.40583,4.93275,Entire home/apt,120,10,49,2,0
1449,12272272,12308050,Oxana/ Dan,Bijlmer-Oost,52.3243,4.97743,Private room,61,3,61,2,65
1450,12289041,12308050,Oxana/ Dan,Bijlmer-Oost,52.321709999999996,4.972119999999999,Private room,59,3,50,2,64
1451,12297515,65198722,Elsje,De Baarsjes - Oud-West,52.36513,4.8556099999999995,Entire home/apt,128,2,18,1,0
1452,12314549,28052937,Nicolien,Centrum-West,52.38016,4.88577,Entire home/apt,210,3,24,1,0
1453,12319764,64076052,Frank,Oud-Oost,52.355470000000004,4.91729,Entire home/apt,236,2,55,1,165
1454,12347938,1962530,Jon,Oud-Oost,52.35331,4.92009,Entire home/apt,125,4,13,1,0
1455,12373532,30890942,Zoku Amsterdam,Centrum-Oost,52.36475,4.90731,Entire home/apt,129,28,0,6,275
1456,12384368,49485437,Merijn,Westerpark,52.38835,4.8876,Entire home/apt,100,3,13,1,0
1457,12392592,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,104,2,109,16,356
1458,12427626,67222167,Henk,IJburg - Zeeburgereiland,52.34633,5.009469999999999,Entire home/apt,210,4,10,1,339
1459,12444222,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,209,1,82,16,357
1460,12446710,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,153,1,83,16,356
1461,12451293,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,73,1,170,16,356
1462,12464607,10524258,Valesca,De Baarsjes - Oud-West,52.36318,4.86531,Entire home/apt,150,2,19,1,221
1463,12479300,67551275,James,Bos en Lommer,52.38407,4.84093,Entire home/apt,255,2,54,1,173
1464,12480594,19010088,Maud,Oostelijk Havengebied - Indische Buurt,52.366040000000005,4.9402,Entire home/apt,175,2,25,1,15
1465,12482445,1152104,Lotte,De Baarsjes - Oud-West,52.37017,4.86125,Entire home/apt,105,2,10,1,17
1466,12482590,5721466,Wilfried,De Baarsjes - Oud-West,52.363620000000004,4.87453,Entire home/apt,110,2,27,1,1
1467,12499692,67683148,Selva,Oud-Oost,52.356629999999996,4.91654,Entire home/apt,70,4,16,1,0
1468,12507039,67729845,Willem,Centrum-West,52.38107,4.88629,Private room,100,3,124,2,0
1469,12510553,8708854,Lidwien,Centrum-Oost,52.35819,4.8945300000000005,Private room,80,3,12,1,64
1470,12514682,67777772,Anita,Centrum-Oost,52.36504,4.90637,Entire home/apt,195,2,25,1,102
1471,12526625,67859842,Boely&Martine,De Baarsjes - Oud-West,52.37016,4.86902,Private room,60,4,322,1,0
1472,12548328,68009301,Marijn,De Pijp - Rivierenbuurt,52.34426,4.89841,Entire home/apt,180,6,1,1,355
1473,12548730,57296071,Sahbi,De Baarsjes - Oud-West,52.36002,4.854419999999999,Entire home/apt,120,3,18,1,184
1474,12550549,53692197,Kate,Centrum-West,52.36625,4.87893,Private room,75,1,182,2,167
1475,12550957,38907413,Marco,De Pijp - Rivierenbuurt,52.35418,4.8979800000000004,Entire home/apt,300,3,7,1,0
1476,12553513,68040267,Sjoerd,Oud-Oost,52.36544,4.92655,Entire home/apt,199,4,20,1,360
1477,12558413,35723777,Tom,Zuid,52.353390000000005,4.8490400000000005,Entire home/apt,110,3,30,1,2
1478,12565315,51485781,Vital,Gaasperdam - Driemond,52.308009999999996,4.98032,Private room,125,14,9,1,180
1479,12579177,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,104,2,153,16,358
1480,12582071,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,153,1,151,16,18
1481,12596165,68340512,Rosa,Watergraafsmeer,52.35537,4.9362,Entire home/apt,139,2,32,1,0
1482,12596322,68338234,Dries,De Baarsjes - Oud-West,52.36357,4.87979,Entire home/apt,291,3,179,5,277
1483,12597756,68338234,Dries,Centrum-West,52.36665,4.88049,Entire home/apt,170,3,104,5,317
1484,12598553,17152895,Hanna,Centrum-Oost,52.36388,4.90994,Entire home/apt,140,10,0,2,0
1485,12598630,68338234,Dries,Centrum-West,52.36727,4.880240000000001,Entire home/apt,176,3,188,5,312
1486,12598924,68338234,Dries,Centrum-West,52.367,4.8792,Entire home/apt,205,3,175,5,337
1487,12599072,68338234,Dries,De Baarsjes - Oud-West,52.36564,4.87855,Entire home/apt,186,3,161,5,341
1488,12613621,65266669,Lisa,De Pijp - Rivierenbuurt,52.35229,4.90635,Entire home/apt,110,3,41,1,0
1489,12617512,68497139,Rogier,Watergraafsmeer,52.34283,4.92266,Entire home/apt,175,2,54,1,17
1490,12619145,14087004,Wouter,Westerpark,52.384159999999994,4.87143,Entire home/apt,98,3,66,1,51
1491,12637711,68631974,Beppie,Noord-West,52.41826,4.90073,Entire home/apt,115,2,4,1,153
1492,12661281,19640285,Derk,De Baarsjes - Oud-West,52.369890000000005,4.84952,Entire home/apt,210,3,17,1,0
1493,12674363,35094092,Isa,Noord-West,52.4006,4.91977,Private room,45,1,73,1,50
1494,12733599,1458717,Stephanie & Sebastian,Watergraafsmeer,52.349909999999994,4.940259999999999,Private room,75,14,139,1,302
1495,12743606,34516326,Julia,Centrum-Oost,52.36465,4.91104,Entire home/apt,195,2,11,2,0
1496,12744183,7063218,Mark,De Baarsjes - Oud-West,52.370020000000004,4.85226,Entire home/apt,100,3,31,1,0
1497,12761526,69422882,Thomas,Watergraafsmeer,52.354420000000005,4.9314800000000005,Entire home/apt,110,4,36,2,136
1498,12771666,5155963,Paul,De Baarsjes - Oud-West,52.37053,4.86195,Entire home/apt,130,3,4,1,0
1499,12772984,36507330,Thijs,Watergraafsmeer,52.34219,4.9169599999999996,Entire home/apt,250,4,20,1,0
1500,12786067,69597539,Inge,Centrum-West,52.381240000000005,4.88842,Entire home/apt,140,2,43,1,23
1501,12788194,58965355,Tim,De Pijp - Rivierenbuurt,52.35481,4.88744,Entire home/apt,180,2,20,1,0
1502,12801514,14800933,Kenneth,De Baarsjes - Oud-West,52.36116,4.87542,Entire home/apt,103,2,277,1,59
1503,12803920,29446363,David,De Baarsjes - Oud-West,52.3616,4.861190000000001,Entire home/apt,325,1,2,1,0
1504,12808277,2838968,Barbara En Arjan,De Baarsjes - Oud-West,52.370940000000004,4.86425,Entire home/apt,400,3,14,1,0
1505,12839333,4736257,Iva,Noord-West,52.41339,4.89372,Entire home/apt,113,5,14,1,0
1506,12840460,2547605,Ozlem,Zuid,52.35351,4.88529,Entire home/apt,136,3,76,1,23
1507,12865293,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,117,1,170,16,359
1508,12865495,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,104,1,167,16,360
1509,12885866,54519450,Anna,Geuzenveld - Slotermeer,52.381159999999994,4.836069999999999,Private room,50,10,50,3,0
1510,12898673,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,80,1,178,16,354
1511,12898795,70641214,Rosa,De Pijp - Rivierenbuurt,52.35623,4.90367,Entire home/apt,150,3,18,1,0
1512,12908561,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,73,1,194,16,362
1513,12927726,70934352,Johan,De Baarsjes - Oud-West,52.363479999999996,4.85591,Entire home/apt,139,2,18,1,0
1514,12940835,30893867,Maaike,Oostelijk Havengebied - Indische Buurt,52.3652,4.9374400000000005,Entire home/apt,79,5,8,1,0
1515,12940893,70110301,Leonie,De Baarsjes - Oud-West,52.3587,4.8601,Entire home/apt,120,2,10,1,0
1516,12949044,71130310,Juul,Centrum-West,52.378240000000005,4.88181,Entire home/apt,125,2,2,1,0
1517,12949094,2724950,Monique,Oud-Oost,52.35784,4.90919,Entire home/apt,169,2,18,1,0
1518,12959197,68995093,Arie,Westerpark,52.38277,4.87446,Entire home/apt,75,3,21,1,0
1519,12970674,158271,Parag,Centrum-Oost,52.36306,4.9083,Private room,90,2,236,1,39
1520,12977165,44233937,Buket,Bos en Lommer,52.37916,4.83898,Entire home/apt,314,1,30,1,87
1521,13001861,19523242,Stefan,Bos en Lommer,52.377320000000005,4.86135,Entire home/apt,200,3,58,1,0
1522,13013727,508816,Michael,Centrum-West,52.380520000000004,4.88704,Entire home/apt,320,1,52,1,0
1523,13017363,7528156,Isabelle,Westerpark,52.378240000000005,4.87087,Entire home/apt,150,15,18,1,9
1524,13017542,53966656,Degi,De Baarsjes - Oud-West,52.37027,4.85532,Entire home/apt,189,2,26,1,33
1525,13034385,45863923,Jan Willem,Oostelijk Havengebied - Indische Buurt,52.37815,4.94705,Private room,70,2,122,1,0
1526,13035842,72066526,Wenda,Noord-West,52.406620000000004,4.92246,Private room,70,2,24,1,176
1527,13040996,31817443,Gina,Westerpark,52.387409999999996,4.88208,Private room,44,1,353,2,292
1528,13041188,72127124,Alexander,Centrum-Oost,52.3698,4.91043,Entire home/apt,50,21,0,1,0
1529,13049566,14004831,Lianne,Noord-Oost,52.4069,4.935169999999999,Entire home/apt,140,3,11,1,0
1530,13051355,72052828,Boogaard'S BnB,Centrum-West,52.37103,4.89583,Private room,62,1,130,2,51
1531,13052236,72251520,Daniel,Centrum-West,52.36636,4.88131,Private room,100,2,97,1,10
1532,13074889,98647,Piet-Hein,Zuid,52.34389,4.86687,Entire home/apt,246,4,31,1,354
1533,13080195,44725462,Merel,Centrum-West,52.36932,4.882543,Private room,119,2,37,1,165
1534,13086175,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,153,1,27,16,360
1535,13092978,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,114,1,128,16,358
1536,13094970,30604903,Ingmar,De Pijp - Rivierenbuurt,52.34108,4.8956599999999995,Entire home/apt,150,14,0,1,0
1537,13103861,72822537,Alexander,Centrum-Oost,52.36245,4.904,Private room,70,3,190,1,122
1538,13107969,14785872,Martijn,De Baarsjes - Oud-West,52.37252,4.85834,Entire home/apt,225,3,29,1,5
1539,13119217,41788459,Jill,Centrum-Oost,52.36272,4.908980000000001,Entire home/apt,229,2,37,2,0
1540,13127944,21055819,Tom,Noord-Oost,52.394870000000004,4.931109999999999,Entire home/apt,150,3,9,1,0
1541,13134404,5994506,Najim,Oud-Oost,52.35678,4.92396,Entire home/apt,190,2,9,1,0
1542,13134714,73169850,Luchiena,Oud-Oost,52.35015,4.9135,Private room,95,2,106,1,135
1543,13135409,28561678,David,Zuid,52.35079,4.85205,Entire home/apt,90,3,23,1,2
1544,13144575,72052828,Boogaard'S BnB,Centrum-West,52.37304,4.89355,Private room,50,1,68,2,48
1545,13152028,17519276,Jolieke,Westerpark,52.3918,4.873130000000001,Entire home/apt,175,4,14,1,163
1546,13152437,9559167,Adriaan,De Pijp - Rivierenbuurt,52.35575,4.89832,Entire home/apt,104,3,21,1,27
1547,13169294,56203376,Ineke,Watergraafsmeer,52.353229999999996,4.93898,Entire home/apt,175,4,12,1,0
1548,13179196,7847130,Marloes,De Baarsjes - Oud-West,52.36727,4.866680000000001,Entire home/apt,106,3,18,1,0
1549,13187427,8777217,Imke,Watergraafsmeer,52.35387,4.9299599999999995,Entire home/apt,195,3,6,1,0
1550,13188340,73797316,Jacqueline,Centrum-Oost,52.36828,4.92478,Entire home/apt,79,3,10,1,0
1551,13196981,65712770,Martina,Zuid,52.35422,4.84966,Entire home/apt,109,2,24,1,0
1552,13198248,505271,Michiel,De Baarsjes - Oud-West,52.37238,4.87376,Entire home/apt,167,2,41,1,0
1553,13219341,37062061,Casper,Watergraafsmeer,52.34299,4.95102,Entire home/apt,230,3,27,1,1
1554,13229949,54519450,Anna,Geuzenveld - Slotermeer,52.381,4.835380000000001,Private room,59,5,10,3,0
1555,13245827,10783022,Sabrina,Watergraafsmeer,52.35631,4.93949,Entire home/apt,250,3,3,1,53
1556,13247212,8657706,Elwin,Centrum-Oost,52.37288,4.90648,Entire home/apt,262,2,45,1,6
1557,13256599,13213532,Historical Canal House,Centrum-West,52.36861,4.88607,Entire home/apt,210,7,78,3,340
1558,13260806,10381584,Jeroen,De Baarsjes - Oud-West,52.36285,4.8758,Entire home/apt,400,3,7,1,195
1559,13262666,9015391,Elle,Bijlmer-Oost,52.320009999999996,4.96323,Private room,55,2,17,2,0
1560,13272633,231589707,Marie-Renée,Centrum-Oost,52.365320000000004,4.910909999999999,Private room,148,2,131,1,242
1561,13277304,364435,Joëlle,IJburg - Zeeburgereiland,52.34993,5.00493,Entire home/apt,135,3,12,1,49
1562,13289822,4673073,Aj,Gaasperdam - Driemond,52.29034,4.98011,Private room,89,1,42,1,334
1563,13294936,41519249,Nienke,Bos en Lommer,52.37325,4.85107,Entire home/apt,229,2,11,1,0
1564,13302853,75141793,Marleen,Oostelijk Havengebied - Indische Buurt,52.37017,4.94396,Entire home/apt,250,3,8,1,43
1565,13304281,16654931,Yoshi,Oud-Noord,52.3985,4.9134199999999995,Private room,80,2,123,1,0
1566,13308006,35762833,Marian,De Baarsjes - Oud-West,52.35837,4.8596900000000005,Private room,76,2,121,1,15
1567,13314493,75257064,Els,Centrum-Oost,52.36397,4.90768,Private room,95,3,199,1,0
1568,13327626,21095754,Joost,Westerpark,52.38297,4.87459,Entire home/apt,150,2,5,1,0
1569,13330153,6828517,Emely,Noord-West,52.40716,4.90064,Entire home/apt,120,3,11,1,0
1570,13336515,9519500,Olijf,Watergraafsmeer,52.3532,4.936780000000001,Entire home/apt,250,2,26,1,93
1571,13350004,6323743,Tim,Oostelijk Havengebied - Indische Buurt,52.363609999999994,4.9379599999999995,Entire home/apt,135,2,29,1,105
1572,13353566,75415761,Iris,Noord-Oost,52.38531,4.95352,Private room,335,4,19,4,365
1573,13389882,18081557,Paul,Westerpark,52.3789,4.8749199999999995,Entire home/apt,101,4,27,1,1
1574,13419312,19617153,Hans,Westerpark,52.38371,4.8743,Entire home/apt,120,3,51,1,21
1575,13425006,3276289,Lara,Westerpark,52.377629999999996,4.86895,Entire home/apt,190,4,38,2,55
1576,13428614,5104764,Thijs,Bos en Lommer,52.3779,4.8619900000000005,Entire home/apt,129,3,31,1,0
1577,13429174,76572471,Glendon,De Baarsjes - Oud-West,52.37178,4.85301,Private room,47,2,205,2,22
1578,13431398,76597863,Alex,De Baarsjes - Oud-West,52.36278,4.8528,Entire home/apt,95,3,45,1,0
1579,13439708,28640347,Marc & Ellen,IJburg - Zeeburgereiland,52.353359999999995,4.99456,Entire home/apt,350,3,10,2,4
1580,13460110,76925642,Nienke,Oud-Noord,52.390229999999995,4.9248199999999995,Private room,98,2,131,1,55
1581,13463261,35488955,Joekenel,De Pijp - Rivierenbuurt,52.34789,4.89176,Entire home/apt,175,3,50,1,0
1582,13476691,10766682,Govert,Oud-Oost,52.35164,4.9113,Entire home/apt,200,3,18,1,0
1583,13483155,10452279,Laurens,Oud-Noord,52.38621,4.91678,Entire home/apt,175,5,4,1,0
1584,13486108,9334536,Christian,Oostelijk Havengebied - Indische Buurt,52.37468,4.94674,Entire home/apt,156,4,11,1,1
1585,13489366,3737342,Eileen,De Pijp - Rivierenbuurt,52.34252,4.89785,Entire home/apt,95,6,4,1,1
1586,13491924,56163785,Leonora,Centrum-West,52.37643,4.8823300000000005,Entire home/apt,250,3,16,2,3
1587,13509119,21928098,Gijs + Emilie,De Baarsjes - Oud-West,52.363,4.86578,Entire home/apt,269,4,19,1,140
1588,13527219,2397361,Youri & Marc,Centrum-West,52.37032,4.89104,Entire home/apt,275,3,10,1,182
1589,13537721,20056287,Mumu,Centrum-Oost,52.37019,4.93074,Entire home/apt,275,3,4,2,2
1590,13554855,68688117,Lora,Centrum-Oost,52.36384,4.88328,Private room,89,2,90,1,0
1591,13561575,66377477,Fabio,Noord-Oost,52.40632,4.9304,Private room,26,1,165,1,17
1592,13571617,78267189,Carolijn,Oud-Oost,52.35544,4.90776,Entire home/apt,149,7,93,1,61
1593,13584858,67005410,Feliciano,Centrum-West,52.37426,4.89926,Private room,140,1,255,16,348
1594,13597907,11910163,Carolien,De Pijp - Rivierenbuurt,52.3528,4.88847,Entire home/apt,99,2,24,1,0
1595,13598808,40476103,Ramon,Centrum-West,52.37154,4.87665,Entire home/apt,362,3,52,1,0
1596,13599479,10716811,Roderick,Oostelijk Havengebied - Indische Buurt,52.36241,4.93785,Entire home/apt,75,5,5,1,0
1597,13601323,7260685,Maarten,De Pijp - Rivierenbuurt,52.341190000000005,4.89622,Entire home/apt,110,2,22,1,0
1598,13610296,39818077,Wilma,De Pijp - Rivierenbuurt,52.35096,4.88966,Shared room,169,2,77,1,159
1599,13611657,78789390,Ronald,Centrum-West,52.36843,4.87981,Entire home/apt,208,2,14,1,7
1600,13612108,50808412,Daphne,De Pijp - Rivierenbuurt,52.34437,4.90637,Entire home/apt,85,3,37,1,30
1601,13632710,11599666,Inge,IJburg - Zeeburgereiland,52.36203,4.98387,Entire home/apt,150,6,5,1,0
1602,13647474,11609778,Ellie,Centrum-Oost,52.36229,4.90017,Private room,149,3,169,1,90
1603,13654387,6006984,Adi,Geuzenveld - Slotermeer,52.3838,4.836469999999999,Entire home/apt,199,7,20,1,10
1604,13655161,14620877,Emiel,Oostelijk Havengebied - Indische Buurt,52.361740000000005,4.93661,Entire home/apt,133,4,30,1,5
1605,13678453,79617446,Stephanie,De Pijp - Rivierenbuurt,52.35557,4.9016,Entire home/apt,120,3,12,1,0
1606,13687342,79728846,Annebet,De Baarsjes - Oud-West,52.367470000000004,4.8564300000000005,Entire home/apt,85,4,7,1,0
1607,13691198,34711799,Mischa,De Pijp - Rivierenbuurt,52.344570000000004,4.90245,Entire home/apt,145,3,15,1,82
1608,13708567,3409826,Kith & Kin,Westerpark,52.37981,4.87418,Entire home/apt,167,1,31,4,304
1609,13709435,46297255,Sara,Zuid,52.34557,4.8624,Entire home/apt,130,2,38,1,0
1610,13710865,16660183,Winni,De Aker - Nieuw Sloten,52.33872,4.7945400000000005,Entire home/apt,400,4,11,1,0
1611,13721713,63345467,Daan,Bos en Lommer,52.376329999999996,4.85055,Private room,60,2,192,1,140
1612,13729010,6651424,Ernest,Watergraafsmeer,52.35698,4.93415,Entire home/apt,186,2,42,1,0
1613,13737420,49437229,Florian & Patrícia,Bos en Lommer,52.378209999999996,4.85211,Entire home/apt,150,1,19,1,0
1614,13791396,81047665,Paolo,Zuid,52.3447,4.870480000000001,Entire home/apt,95,2,10,1,0
1615,13807292,17025064,Gonçalo,Centrum-Oost,52.37075,4.9301900000000005,Entire home/apt,132,2,43,1,3
1616,13812250,3409826,Kith & Kin,Westerpark,52.37948,4.875319999999999,Entire home/apt,276,1,90,4,275
1617,13812273,21117830,Shira,Zuid,52.355990000000006,4.85235,Entire home/apt,225,3,26,1,0
1618,13817814,29945731,Rixt,Westerpark,52.382979999999996,4.87758,Entire home/apt,105,4,33,1,55
1619,13819991,53014399,Christiaan,Centrum-Oost,52.35893,4.89561,Entire home/apt,200,5,0,1,0
1620,13820169,62554587,Francisco,De Baarsjes - Oud-West,52.37265,4.8506599999999995,Private room,75,2,190,1,57
1621,13821980,24973076,Herman,Osdorp,52.361309999999996,4.790030000000001,Entire home/apt,142,2,24,1,154
1622,13825117,81478412,Gerrit,Oud-Oost,52.35893,4.923719999999999,Entire home/apt,130,3,51,1,0
1623,13836709,21866990,Berith,Noord-West,52.404509999999995,4.9150599999999995,Private room,50,3,121,1,34
1624,13837559,60394903,Emil,Slotervaart,52.3508,4.84169,Private room,42,2,103,1,0
1625,13841525,13288851,Monique,Oud-Oost,52.35732,4.9197,Entire home/apt,180,6,19,1,0
1626,13851468,7245730,Arthur,Westerpark,52.39301,4.87294,Entire home/apt,131,2,29,1,362
1627,13852643,67729845,Willem,Centrum-West,52.38106,4.88669,Private room,125,2,130,2,0
1628,13853337,81648859,Valerie,De Baarsjes - Oud-West,52.36622,4.86612,Entire home/apt,110,1,36,1,0
1629,13854126,25982521,Camille,Westerpark,52.3837,4.87297,Entire home/apt,240,2,59,1,351
1630,13854467,70184459,Yvette,Zuid,52.349059999999994,4.87094,Entire home/apt,425,3,19,1,104
1631,13873040,81937406,Felice,Oostelijk Havengebied - Indische Buurt,52.36907,4.942880000000001,Entire home/apt,48,2,9,1,0
1632,13882569,7562836,Cindy,Oostelijk Havengebied - Indische Buurt,52.36111,4.9349300000000005,Entire home/apt,75,3,27,1,0
1633,13886949,13538315,Ingmar,Watergraafsmeer,52.35452,4.9283,Entire home/apt,194,6,9,1,0
1634,13889292,80415638,Niek,Noord-Oost,52.38727,4.95789,Entire home/apt,139,4,14,1,0
1635,13891719,8226940,Alexandra,Centrum-Oost,52.36428,4.91231,Entire home/apt,171,2,49,1,77
1636,13897722,41947604,Marissa,Bos en Lommer,52.3852,4.85133,Entire home/apt,95,4,38,1,0
1637,13906273,40858735,Oscar,Oostelijk Havengebied - Indische Buurt,52.3678,4.94205,Entire home/apt,100,6,45,1,0
1638,13925585,17414033,Wouter,De Baarsjes - Oud-West,52.36877,4.85404,Entire home/apt,106,3,68,1,6
1639,13925630,1826139,Esther & Jan,Centrum-West,52.38695,4.8856,Entire home/apt,450,5,17,6,20
1640,13932749,59269534,Nicoline,De Baarsjes - Oud-West,52.37113,4.86086,Entire home/apt,140,2,26,1,0
1641,13933082,8935096,Bart,Bos en Lommer,52.379059999999996,4.86187,Entire home/apt,160,3,23,1,0
1642,13934570,82830025,Lilian,De Baarsjes - Oud-West,52.37128,4.86187,Entire home/apt,237,2,15,1,4
1643,13950958,18863124,Laura,Watergraafsmeer,52.35228,4.92669,Entire home/apt,125,3,3,1,5
1644,13952349,83063481,Tamara,Bos en Lommer,52.3785,4.85893,Entire home/apt,175,2,48,1,0
1645,13952479,4826547,Lora,De Pijp - Rivierenbuurt,52.35765,4.90284,Entire home/apt,147,1,450,1,186
1646,13953385,4301128,Sylvia,Gaasperdam - Driemond,52.29165,4.99316,Private room,55,2,37,1,0
1647,13965835,5035704,Geke,Oud-Oost,52.3576,4.905959999999999,Entire home/apt,194,2,67,1,0
1648,13966822,83251420,Ton,Slotervaart,52.35328,4.83378,Private room,80,2,200,1,190
1649,13968358,83269288,Karin,Centrum-West,52.37862,4.8865,Entire home/apt,700,7,18,1,0
1650,13973023,15605859,Dave,De Baarsjes - Oud-West,52.36938,4.86266,Entire home/apt,195,3,12,1,0
1651,13994591,669733,Laura,Oostelijk Havengebied - Indische Buurt,52.3598,4.93642,Entire home/apt,199,2,38,1,0
1652,14011549,61492977,Durand,Bos en Lommer,52.38147,4.85489,Entire home/apt,198,3,20,1,0
1653,14017497,83715071,Rutger,Centrum-West,52.379979999999996,4.89086,Private room,102,2,54,2,34
1654,14017892,83715071,Rutger,Centrum-West,52.37966,4.88974,Private room,131,2,42,2,0
